Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
2011,Developing,57.9,278.0,239,1.82,0.0,74.0,133802,19.6,319,77.0,3.53,74.0,1.6,,,1.2,1.0,,
2010,Developing,57.4,283.0,239,1.81,0.0,6.0,5407,19.1,321,76.0,4.4,6.0,1.6,,,1.4,1.2,,
2009,Developing,56.7,292.0,238,2.13,0.0,72.0,57,18.6,323,78.0,5.61,72.0,1.7,,,1.6,1.4,,
2008,Developing,56.3,295.0,237,2.09,0.0,65.0,12461,18.2,324,64.0,4.46,65.0,1.8,,,1.8,1.7,,
2007,Developing,55.7,299.0,236,1.52,0.0,7.0,55577,17.8,326,72.0,3.61,7.0,1.9,,,11.1,1.9,,
2006,Developing,55.0,36.0,235,1.53,0.0,,80123,17.3,327,62.0,3.39,62.0,2.0,,,11.3,11.1,,
2005,Developing,54.3,314.0,233,1.43,0.0,,182485,16.9,329,6.0,3.14,6.0,2.0,,,11.5,11.3,,
2004,Developing,53.5,323.0,232,1.44,0.0,,44934,16.5,330,52.0,3.34,54.0,2.1,,,11.7,11.5,,
2003,Developing,52.8,332.0,231,1.83,0.0,,21956,16.1,331,47.0,3.2,41.0,2.2,,,11.9,11.7,,
2002,Developing,52.1,341.0,229,1.85,0.0,,30466,15.7,331,4.0,2.59,38.0,2.4,,,12.1,11.9,,
2001,Developing,51.8,34.0,227,1.9,0.0,,8072,15.3,332,3.0,2.67,3.0,2.4,,,12.2,12.1,,
2000,Developing,51.3,346.0,226,1.98,0.0,,8282,14.9,332,42.0,1.45,4.0,2.5,,,12.4,12.3,,
2015,Developed,86.0,71.0,0,,0.0,,9,58.8,0,93.0,,93.0,0.1,5314.64416,5683483.0,1.1,0.9,0.9229999999999999,19.2
2014,Developed,84.0,73.0,0,9.64,10468.762920000001,,27,58.4,0,94.0,1.8,94.0,0.1,62425.5392,5643475.0,1.1,0.9,0.9259999999999999,19.2
2013,Developed,81.0,75.0,0,9.5,10261.763,,17,58.1,0,94.0,11.25,94.0,0.1,61191.19263,5614932.0,1.1,0.9,0.924,18.7
2012,Developed,80.0,76.0,0,9.26,928.4170785,,2,57.7,0,94.0,1.98,94.0,0.1,5857.521,5591572.0,1.1,0.9,0.922,18.4
2011,Developed,79.7,79.0,0,10.47,10251.10872,,84,57.4,0,91.0,1.87,91.0,0.1,61753.667,557572.0,1.1,0.9,0.91,16.9
2010,Developed,79.2,84.0,0,10.28,954.4865933,,5,57.0,0,9.0,11.8,9.0,0.1,5841.41122,5547683.0,1.1,0.9,0.9059999999999999,16.8
2009,Developed,78.9,86.0,0,10.08,9765.616994,,6,56.6,0,89.0,11.47,89.0,0.1,58163.29359,552395.0,1.1,0.9,0.9059999999999999,16.8
2008,Developed,78.8,88.0,0,10.7,10761.18209,,14,56.3,0,88.0,1.18,88.0,0.1,64322.6664,5493621.0,1.1,0.9,0.9059999999999999,16.8
2007,Developed,78.4,93.0,0,10.99,9703.068121,,2,55.9,0,87.0,9.99,87.0,0.1,58487.450999999994,5461438.0,1.2,0.9,0.904,16.7
2006,Developed,78.1,93.0,0,11.02,850.9544783,,27,55.4,0,93.0,9.92,93.0,0.1,5226.99311,5437272.0,1.2,0.9,0.902,16.9
2005,Developed,78.1,92.0,0,11.28,7627.412444,,2,55.0,0,93.0,9.77,93.0,0.1,48799.8237,5419432.0,1.2,1.0,0.897,16.6
2004,Developed,77.7,98.0,0,11.27,6948.839868000001,,0,54.4,0,95.0,9.67,95.0,0.1,46511.6457,544523.0,1.2,1.0,0.893,16.5
2003,Developed,77.3,11.0,0,11.54,650.9813544,,0,53.9,0,96.0,9.51,96.0,0.1,4458.7764,539574.0,1.2,1.0,0.882,16.3
2002,Developed,77.0,14.0,0,11.34,4801.546125,,32,53.3,0,98.0,9.33,98.0,0.1,33228.692910000005,5375931.0,1.2,1.0,0.875,16.6
2001,Developed,77.0,12.0,0,11.56,530.4832336000001,,11,52.8,0,97.0,9.1,97.0,0.1,3751.64946,5358783.0,1.3,1.0,0.862,16.2
2000,Developed,76.9,12.0,0,11.69,508.7496912,,14,52.2,0,97.0,8.7,97.0,0.1,3743.5591700000004,5339616.0,1.3,1.0,0.86,16.5
2015,Developing,63.5,241.0,1,,0.0,84.0,47,35.0,1,84.0,,84.0,2.1,1862.167274,927414.0,5.6,5.4,0.47,6.3
2014,Developing,63.0,252.0,1,0.38,24.73299655,78.0,0,34.4,1,78.0,1.57,78.0,2.1,174.91511,912164.0,5.6,5.4,0.467,6.3
2013,Developing,62.7,256.0,1,0.53,229.4410095,82.0,28,33.8,2,82.0,9.14,82.0,2.1,1622.637974,896688.0,5.6,5.4,0.46399999999999997,6.3
2012,Developing,62.2,263.0,1,0.52,217.21257859999997,81.0,709,33.2,2,81.0,8.95,81.0,1.9,1536.15685,881185.0,5.6,5.5,0.46,6.3
2011,Developing,61.8,268.0,1,0.39,20.35974738,87.0,49,32.7,2,87.0,8.71,87.0,2.7,143.986898,865937.0,5.6,5.5,0.451,5.9
2010,Developing,61.3,273.0,1,0.44,187.49600969999997,88.0,7,32.2,2,88.0,8.84,88.0,3.1,1325.9972400000001,851146.0,5.6,5.6,0.441,5.5
2009,Developing,69.0,279.0,1,0.49,177.26716069999998,89.0,48,31.7,2,89.0,8.37,89.0,3.2,1253.657431,83684.0,5.7,5.6,0.436,5.3
2008,Developing,62.0,289.0,1,0.49,171.7686449,88.0,143,31.3,2,89.0,8.5,89.0,3.3,1214.7711800000002,822934.0,5.7,5.6,0.42700000000000005,5.0
2007,Developing,59.8,296.0,1,0.45,20.86878709,25.0,24,3.9,2,88.0,7.72,88.0,3.5,147.586896,8942.0,5.8,5.7,0.41600000000000004,4.5
2006,Developing,59.1,39.0,2,1.02,121.4812077,,49,3.6,2,72.0,7.5,72.0,3.7,965.6693779,79628.0,5.8,5.7,0.405,4.3
2005,Developing,58.6,318.0,2,1.23,12.70325933,,298,3.2,2,71.0,7.21,71.0,3.9,94.7297489,783254.0,5.9,5.8,0.396,4.0
2004,Developing,58.1,326.0,2,1.18,106.0354659,,71,29.8,2,64.0,6.76,64.0,4.0,864.184726,77752.0,6.0,5.9,0.38799999999999996,3.7
2003,Developing,58.0,325.0,2,1.02,94.13302875,,37,29.4,2,68.0,6.22,68.0,4.2,819.974118,758615.0,6.1,5.9,0.37799999999999995,3.5
2002,Developing,57.9,322.0,2,1.03,13.46662004,,50,29.0,2,62.0,5.45,62.0,4.3,792.15412,746221.0,6.2,6.0,0.37200000000000005,3.3
2001,Developing,57.7,323.0,2,0.95,92.4978948,,79,28.6,2,49.0,5.37,53.0,4.3,781.2322196,732711.0,6.3,6.1,0.363,2.9
2000,Developing,57.4,325.0,2,1.34,91.95075901,,183,28.2,2,46.0,5.75,46.0,4.1,768.176767,717584.0,6.4,6.1,0.361,2.9
2013,Developing,,,0,0.01,11.41955507,96.0,0,58.4,0,96.0,5.58,96.0,0.1,722.75665,,2.7,2.6,0.721,12.7
2015,Developing,73.9,152.0,6,,0.0,81.0,0,58.9,7,87.0,,85.0,0.3,6468.471648,1528394.0,3.3,3.2,0.718,13.2
2014,Developing,73.6,154.0,6,5.92,1088.244952,89.0,0,57.9,7,9.0,4.38,91.0,0.3,6268.6921219999995,145844.0,3.3,3.2,0.7120000000000001,13.2
2013,Developing,73.4,157.0,6,5.93,97.52211538,8.0,0,56.8,7,82.0,4.12,83.0,0.3,627.5554400000001,1281296.0,3.3,3.2,0.7090000000000001,13.2
2012,Developing,72.1,174.0,6,5.93,857.1307037,74.0,0,55.8,7,85.0,4.26,85.0,0.4,5968.876767,115495.0,3.3,3.2,0.706,13.1
2011,Developing,73.1,16.0,6,5.91,843.7876994999999,8.0,2,54.7,7,84.0,4.22,84.0,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0
2010,Developing,72.7,166.0,6,6.02,664.5585242000001,83.0,0,53.6,8,85.0,4.6,88.0,0.9,5451.6696,9897985.0,3.3,3.3,0.6970000000000001,12.9
2009,Developing,73.6,157.0,6,6.05,587.8828227999999,8.0,0,52.6,8,85.0,4.41,82.0,1.2,4952.67753,9767758.0,3.4,3.3,0.695,12.9
2008,Developing,73.3,161.0,6,6.12,49.09241952,81.0,0,51.5,8,86.0,4.2,82.0,1.4,511.37937,963652.0,3.4,3.3,0.6920000000000001,12.8
2007,Developing,72.9,164.0,6,6.05,74.8217488,81.0,0,5.4,8,86.0,4.34,85.0,1.6,4647.31359,954353.0,3.4,3.4,0.685,12.7
2006,Developing,72.3,178.0,7,6.2,352.9551269,84.0,0,49.3,8,88.0,4.34,89.0,1.8,3836.4687710000003,9371338.0,3.5,3.4,0.677,12.6
2005,Developing,69.7,28.0,7,5.71,289.7418649,87.0,0,48.2,8,86.0,4.26,87.0,2.0,3681.5993,9237566.0,3.5,3.4,0.6679999999999999,12.6
2004,Developing,69.3,214.0,7,5.16,182.61625149999998,82.0,0,47.2,8,66.0,4.28,79.0,2.1,2421.9662,912998.0,3.6,3.5,0.6659999999999999,12.5
2003,Developing,73.0,22.0,7,6.32,293.0196601,79.0,0,46.1,8,65.0,5.53,79.0,2.3,2372.628827,896776.0,3.6,3.5,0.665,12.4
2002,Developing,71.4,189.0,7,6.43,4.67359227,63.0,0,45.1,8,74.0,5.79,82.0,2.4,38.46578,8832285.0,3.7,3.6,0.66,12.3
2001,Developing,71.2,188.0,7,6.13,340.02399449999996,66.0,113,44.1,9,71.0,5.59,72.0,2.5,2862.154836,8697126.0,3.8,3.6,0.6559999999999999,12.3
2000,Developing,72.0,176.0,7,6.58,44.79247812,68.0,253,43.1,9,71.0,5.9,78.0,2.5,282.4242,8562622.0,3.8,3.7,0.6509999999999999,12.2
2015,Developing,76.2,118.0,6,,0.0,78.0,0,54.2,7,84.0,,78.0,0.1,625.62224,16144368.0,1.2,1.1,0.7390000000000001,14.0
2014,Developing,76.0,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,6432.216536999999,1593112.0,1.2,1.1,0.737,14.0
2013,Developing,76.0,121.0,6,3.77,59.12850204,87.0,0,52.8,8,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4
2012,Developing,75.5,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,572.1431299999999,15419666.0,1.3,1.2,0.7170000000000001,13.3
2011,Developing,75.3,131.0,7,3.99,344.7412164,88.0,257,51.4,8,85.0,5.92,88.0,0.1,5223.351763000001,15177355.0,1.3,1.2,0.71,13.2
2010,Developing,75.0,134.0,7,3.95,367.9285652,9.0,0,5.7,8,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1
2009,Developing,75.1,137.0,7,3.87,282.1440066,91.0,0,5.0,8,91.0,5.58,94.0,0.1,4255.56571,14691275.0,1.3,1.2,0.7020000000000001,13.1
2008,Developing,74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0
2007,Developing,74.7,14.0,7,3.63,19.60467787,94.0,0,48.6,9,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9
2006,Developing,74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8
2005,Developing,74.2,151.0,8,3.54,18.09317114,92.0,0,47.2,9,89.0,5.87,92.0,0.3,321.94254700000005,13735233.0,1.4,1.3,0.688,12.8
2004,Developing,74.4,148.0,8,3.65,16.37920405,88.0,0,46.5,9,9.0,6.22,88.0,0.3,278.557892,1359647.0,1.5,1.3,0.682,12.7
2003,Developing,74.4,151.0,8,3.69,18.26183281,82.0,0,45.8,10,97.0,6.46,87.0,0.3,244.46898,1328961.0,1.5,1.4,0.679,12.6
2002,Developing,73.6,157.0,8,3.88,187.3843511,75.0,0,45.1,10,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5
2001,Developing,73.4,158.0,9,4.13,14.588740300000001,69.0,2,44.3,10,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4
2000,Developing,72.8,163.0,9,3.99,84.17527008,36.0,0,43.6,11,83.0,3.38,87.0,0.3,1451.29776,12628596.0,1.6,1.5,0.6679999999999999,12.4
2015,Developing,79.0,159.0,51,,0.0,93.0,5432,61.1,60,93.0,,93.0,0.1,,,2.8,2.8,0.688,13.1
2014,Developing,78.0,161.0,53,0.21,0.0,94.0,1314,6.2,62,94.0,5.64,94.0,0.1,,,2.8,2.8,0.6859999999999999,13.1
2013,Developing,79.0,159.0,54,0.21,0.0,97.0,405,59.4,63,97.0,5.46,97.0,0.1,,,2.9,2.8,0.6809999999999999,12.8
2012,Developing,72.0,165.0,54,0.23,0.0,93.0,245,58.6,64,93.0,5.29,93.0,0.1,,,2.9,2.8,0.6729999999999999,12.4
2011,Developing,74.0,168.0,55,0.22,0.0,96.0,26,57.8,64,96.0,5.4,96.0,0.1,,,2.9,2.9,0.6709999999999999,12.4
2010,Developing,70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,,,3.0,2.9,0.665,12.2
2009,Developing,69.9,174.0,54,0.21,0.0,97.0,608,56.2,64,97.0,5.1,97.0,0.1,,,3.0,3.0,0.659,12.0
2008,Developing,69.8,172.0,54,0.24,0.0,97.0,668,55.5,65,97.0,4.82,97.0,0.1,,,3.1,3.0,0.6509999999999999,11.9
2007,Developing,69.7,171.0,55,0.21,0.0,98.0,1684,54.8,65,98.0,4.95,98.0,0.1,,,3.1,3.1,0.644,11.7
2006,Developing,69.5,175.0,55,0.18,0.0,98.0,953,54.2,66,98.0,5.24,98.0,0.1,,,3.2,3.1,0.636,11.5
2005,Developing,69.4,174.0,56,0.16,0.0,98.0,77,53.5,68,98.0,5.6,98.0,0.1,,,3.2,3.2,0.629,11.4
2004,Developing,69.0,176.0,57,0.16,0.0,97.0,80,52.9,70,97.0,5.21,97.0,0.1,,,3.3,3.2,0.623,11.2
2003,Developing,68.6,178.0,59,0.15,0.0,98.0,164,52.3,72,98.0,5.41,98.0,0.1,,,3.3,3.3,0.621,11.3
2002,Developing,68.7,177.0,61,0.15,0.0,97.0,653,51.8,75,97.0,5.97,97.0,0.1,,,3.4,3.4,0.617,11.2
2001,Developing,68.6,177.0,63,0.14,0.0,99.0,2150,51.2,78,99.0,5.75,99.0,0.1,,,3.5,3.4,0.612,11.1
2000,Developing,68.8,171.0,65,0.14,0.0,98.0,2633,5.7,82,98.0,5.55,98.0,0.1,,,3.6,3.5,0.606,11.0
2015,Developing,73.5,178.0,2,,0.0,91.0,0,56.1,2,92.0,,91.0,0.2,4127.11775,6312478.0,1.6,1.5,0.6779999999999999,13.2
2014,Developing,73.3,181.0,2,2.52,665.7260253,93.0,0,55.4,2,93.0,6.77,94.0,0.2,3988.771871,6281189.0,1.6,1.6,0.6759999999999999,13.2
2013,Developing,73.0,184.0,2,2.42,653.6925016,92.0,0,54.7,2,92.0,6.95,92.0,0.2,3895.6644909999995,625777.0,1.6,1.6,0.675,13.2
2012,Developing,73.0,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2
2011,Developing,72.0,197.0,2,2.37,549.2783081,89.0,0,53.4,2,9.0,6.81,89.0,0.3,3736.58713,619256.0,1.7,1.6,0.6659999999999999,13.0
2010,Developing,72.0,191.0,2,2.36,469.3904193,89.0,0,52.8,2,89.0,6.91,89.0,0.3,3474.3924450000004,6164626.0,1.7,1.6,0.662,12.9
2009,Developing,71.4,23.0,2,2.55,416.43383989999995,91.0,0,52.1,2,91.0,6.83,91.0,0.3,3366.482133,6137276.0,1.7,1.6,0.662,12.8
2008,Developing,71.7,194.0,2,2.68,53.95949877,98.0,0,51.4,3,98.0,6.21,98.0,0.3,357.34767400000004,61131.0,1.8,1.7,0.659,13.4
2007,Developing,71.2,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,99.0,0.3,334.83817,683475.0,1.8,1.7,0.657,12.9
2006,Developing,75.0,211.0,3,2.77,57.74562629,96.0,0,5.1,3,96.0,6.68,96.0,0.2,362.951768,656478.0,1.8,1.7,0.6509999999999999,12.9
2005,Developing,71.0,213.0,3,2.77,440.60270419999995,89.0,0,49.4,3,89.0,7.19,89.0,0.2,2835.281237,628961.0,1.9,1.8,0.644,12.7
2004,Developing,70.0,215.0,3,2.9,398.60583219999995,9.0,0,48.6,3,9.0,7.3,9.0,0.3,2632.79942,6775.0,1.9,1.8,0.636,12.4
2003,Developing,69.9,29.0,3,3.1,400.1342971,94.0,0,47.8,4,93.0,7.61,94.0,0.3,2519.737387,5971535.0,2.0,1.9,0.628,12.0
2002,Developing,73.0,24.0,3,2.97,29.68529375,81.0,0,47.0,4,81.0,7.9,81.0,0.4,248.4125,59433.0,2.0,1.9,0.621,11.8
2001,Developing,68.9,219.0,4,2.88,332.1056586,75.0,2,46.2,4,94.0,8.2,92.0,0.4,2338.7722440000002,595962.0,2.1,2.0,0.615,11.6
2000,Developing,69.0,218.0,4,2.79,353.6690328,99.0,0,45.3,5,98.0,8.17,99.0,0.4,2238.4116,5867626.0,2.1,2.0,0.607,11.3
2015,Developing,58.2,32.0,3,,0.0,16.0,1250,24.5,4,17.0,,16.0,4.2,1347.3125699999998,1175389.0,8.4,8.3,0.5820000000000001,9.2
2014,Developing,57.9,32.0,3,0.01,13.40477417,2.0,13,24.0,4,24.0,3.8,2.0,4.4,192.59733,1129424.0,8.5,8.4,0.5820000000000001,9.2
2013,Developing,57.4,327.0,3,10.72,156.3907685,,321,23.5,4,3.0,3.73,3.0,5.7,2246.9938,183746.0,8.6,8.6,0.586,9.2
2012,Developing,56.7,337.0,3,11.89,1500.412635,,1190,23.0,4,3.0,4.0,24.0,8.2,21557.6528,138593.0,8.7,8.7,0.583,9.2
2011,Developing,56.2,344.0,3,10.99,1493.051277,,0,22.6,4,39.0,3.29,41.0,7.7,21451.886169999998,99429.0,8.9,8.8,0.58,9.2
2010,Developing,56.1,339.0,3,9.93,1192.696619,,0,22.1,4,59.0,3.84,44.0,7.2,17136.44568,95114.0,9.0,9.0,0.589,9.2
2009,Developing,55.7,34.0,3,7.97,115.0692415,,78,21.7,4,57.0,5.32,43.0,7.3,1653.2937,99111.0,9.2,9.2,0.59,9.1
2008,Developing,55.4,338.0,3,8.34,1705.678619,,436,21.3,4,55.0,2.31,42.0,6.3,22742.38159,868418.0,9.3,9.3,0.5920000000000001,9.1
2007,Developing,55.0,339.0,3,6.86,1024.5195429999999,,5,2.9,4,54.0,2.25,41.0,5.9,15761.83913,829327.0,9.5,9.5,0.5870000000000001,9.0
2006,Developing,54.8,337.0,3,7.28,827.5979335,,0,2.5,4,52.0,2.13,4.0,5.3,12732.2759,792217.0,9.7,9.6,0.569,9.0
2005,Developing,54.4,337.0,3,7.19,12.0661671,,0,2.2,4,5.0,1.63,39.0,4.9,185.63334,757317.0,9.8,9.8,0.563,8.7
2004,Developing,54.1,336.0,3,6.28,44.54768305,,38,19.8,4,48.0,2.4,38.0,4.4,685.34897,724817.0,1.0,1.0,0.5529999999999999,8.5
2003,Developing,53.8,334.0,3,7.13,309.7834587,,18,19.5,4,46.0,2.23,37.0,3.6,3577.176197,694611.0,1.2,1.1,0.5539999999999999,8.4
2002,Developing,53.5,334.0,3,6.01,234.78742069999998,,24,19.1,4,44.0,2.5,36.0,2.9,2711.17114,66647.0,1.4,1.3,0.542,8.2
2001,Developing,53.1,334.0,3,5.07,197.78395519999998,,1339,18.7,4,43.0,1.78,35.0,2.3,2283.87939,639762.0,1.6,1.4,0.527,8.0
2000,Developing,52.7,336.0,3,4.46,14.95451321,,0,18.3,4,41.0,2.73,34.0,1.9,172.68491,614323.0,1.7,1.6,0.0,0.0
2015,Developing,64.7,255.0,5,,0.0,95.0,198,18.6,7,95.0,,95.0,0.4,,,8.4,8.2,0.418,5.0
2014,Developing,64.4,261.0,5,0.01,0.0,94.0,127,18.0,8,94.0,3.34,94.0,0.4,,,8.5,8.3,0.41600000000000004,5.0
2013,Developing,64.0,266.0,6,0.01,0.0,94.0,45,17.5,8,94.0,3.1,94.0,0.5,,,8.6,8.4,0.414,5.0
2012,Developing,63.6,274.0,6,0.01,0.0,94.0,194,17.0,8,94.0,2.98,94.0,0.6,,,8.7,8.6,0.41,5.0
2011,Developing,62.9,286.0,6,0.62,20.97991915,96.0,48,16.5,8,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,8.7,0.405,5.0
2010,Developing,62.1,298.0,6,0.61,17.35739784,9.0,51,16.0,9,9.0,3.24,9.0,0.9,482.14994,43984.0,8.9,8.8,0.40399999999999997,5.1
2009,Developing,61.4,311.0,6,0.63,1.575160196,92.0,82,15.5,9,92.0,3.3,92.0,1.0,43.754449900000004,431334.0,9.0,8.9,0.402,5.2
2008,Developing,67.0,322.0,6,0.49,11.76572311,94.0,0,15.1,9,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,9.1,0.406,5.2
2007,Developing,62.0,329.0,6,1.23,11.42385961,91.0,55,14.7,9,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,9.2,0.405,5.3
2006,Developing,59.7,336.0,7,0.97,10.60269773,94.0,128,14.3,9,94.0,3.3,94.0,1.4,297.82858799999997,466648.0,9.3,9.3,0.405,5.3
2005,Developing,59.4,34.0,7,1.07,5.0646889680000005,96.0,19,13.9,9,96.0,2.97,96.0,1.6,276.75896,39697.0,9.4,9.5,0.0,5.4
2004,Developing,59.1,342.0,7,0.64,10.26097341,84.0,24,13.6,10,98.0,3.14,98.0,1.8,287.42222430000004,3858623.0,9.6,9.6,0.0,5.0
2003,Developing,58.8,343.0,7,0.56,6.913998013,91.0,376,13.3,10,95.0,3.5,93.0,1.9,232.79454590000003,3738265.0,9.7,9.7,0.0,4.7
2002,Developing,58.5,343.0,7,0.83,0.703132179,86.0,460,13.1,10,92.0,4.2,9.0,1.9,21.7687981,3614639.0,9.9,9.9,0.0,4.4
2001,Developing,58.1,345.0,7,0.61,5.593619538,,204,12.8,10,89.0,3.95,86.0,2.0,215.13921299999998,3497124.0,1.0,1.0,0.0,4.3
2000,Developing,45.3,593.0,7,0.83,0.7359403609999999,,789,12.6,10,82.0,4.43,81.0,1.9,28.196948699999997,339281.0,1.2,1.1,0.0,3.9
2015,Developing,77.6,119.0,0,,0.0,91.0,4,59.9,0,93.0,,93.0,0.1,1774.9291,131547.0,1.9,1.9,0.863,16.5
2014,Developing,77.3,122.0,0,0.01,2700.07305,93.0,0,59.4,0,93.0,6.38,93.0,0.1,19941.455319999997,1314545.0,1.9,1.9,0.86,16.5
2013,Developing,76.9,127.0,0,0.01,261.29148080000004,93.0,2,59.0,0,94.0,6.48,94.0,0.1,1929.7746,1317997.0,1.9,1.9,0.856,16.5
2012,Developing,76.3,135.0,0,0.01,2263.1037969999998,94.0,4,58.5,0,94.0,6.36,94.0,0.1,17421.8922,1322696.0,1.9,1.9,0.85,16.5
2011,Developing,76.1,138.0,0,0.01,2146.945741,94.0,7,58.0,0,93.0,5.83,93.0,0.1,17454.843419999997,1327439.0,1.9,2.0,0.838,16.4
2010,Developing,75.6,137.0,0,14.97,1802.017593,94.0,0,57.6,0,94.0,6.25,94.0,0.1,14638.6482,1331475.0,1.9,2.0,0.833,16.2
2009,Developing,74.9,156.0,0,15.04,1717.0887109999999,95.0,0,57.1,0,95.0,6.93,95.0,0.1,14726.318280000001,1334515.0,2.0,2.0,0.836,16.1
2008,Developing,74.2,167.0,0,16.99,225.07236180000004,94.0,0,56.7,0,95.0,6.6,95.0,0.1,1894.5485,13379.0,2.0,2.1,0.835,16.1
2007,Developing,73.0,189.0,0,17.87,1904.1246899999999,95.0,1,56.3,0,95.0,5.16,95.0,0.1,16586.452,13468.0,2.0,2.1,0.8290000000000001,16.1
2006,Developing,73.0,188.0,0,16.58,244.3510801,95.0,27,55.9,0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,2.2,0.8220000000000001,16.1
2005,Developing,72.8,189.0,0,15.52,153.5045263,95.0,2,55.5,0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9
2004,Developing,72.3,195.0,0,15.07,101.12011609999999,9.0,0,55.2,0,95.0,5.13,94.0,0.1,885.4651150000001,136255.0,2.2,2.3,0.805,15.7
2003,Developing,71.9,199.0,0,11.64,132.7233922,,0,54.9,0,95.0,4.92,94.0,0.1,7174.2374150000005,13772.0,2.2,2.3,0.7979999999999999,15.6
2002,Developing,71.2,211.0,0,11.48,7.806042825,,0,54.6,0,94.0,4.84,94.0,0.1,538.3477809999999,137935.0,2.3,2.4,0.7909999999999999,15.4
2001,Developing,78.0,225.0,0,0.01,88.62945822,,0,54.3,0,94.0,4.85,94.0,0.1,4498.95727,1388115.0,2.4,2.5,0.7809999999999999,15.0
2000,Developing,78.0,218.0,0,0.01,5.34809451,,9,54.0,0,93.0,5.28,93.0,0.1,47.32827,1396985.0,2.5,2.5,0.764,14.4
2015,Developing,64.8,225.0,136,,0.0,77.0,17745,17.6,194,75.0,,77.0,0.6,645.4637627000001,9987333.0,1.4,1.2,0.441,8.4
2014,Developing,64.2,234.0,140,0.01,89.95805845,77.0,12739,17.2,202,75.0,4.88,77.0,0.6,571.1622758999999,97366774.0,1.5,1.3,0.435,8.4
2013,Developing,63.7,237.0,145,1.86,8.313282039,72.0,5253,16.8,211,7.0,5.19,72.0,0.9,52.15358870000001,94887724.0,1.6,1.4,0.42700000000000005,8.4
2012,Developing,63.3,241.0,150,1.84,86.82551124,69.0,4347,16.4,221,7.0,5.77,69.0,1.2,468.567249,92444183.0,1.7,1.5,0.42200000000000004,8.4
2011,Developing,62.6,249.0,156,1.32,67.77565369,65.0,3255,16.0,231,7.0,6.55,65.0,1.4,354.8463544,946756.0,1.9,1.6,0.41100000000000003,8.2
2010,Developing,61.8,261.0,162,1.34,67.73374413,62.0,4235,15.6,243,69.0,6.86,61.0,1.7,341.39992,877267.0,11.0,1.7,0.401,8.1
2009,Developing,68.0,274.0,169,1.17,53.77354001,56.0,1176,15.3,256,65.0,4.41,58.0,2.0,379.75663849999995,85416253.0,11.1,1.8,0.39299999999999996,8.1
2008,Developing,59.8,289.0,177,1.13,38.55783268,52.0,3511,14.9,270,63.0,4.28,54.0,2.4,325.3825543,83184892.0,11.2,1.9,0.37799999999999995,7.6
2007,Developing,58.5,39.0,186,1.06,30.46451811,47.0,1446,14.5,286,61.0,4.69,5.0,2.8,243.32682200000002,8149.0,11.3,11.0,0.36200000000000004,7.1
2006,Developing,57.2,328.0,196,1.22,22.18952246,,1451,14.2,304,59.0,4.47,46.0,3.3,193.794956,7885689.0,11.4,11.1,0.34600000000000003,6.6
2005,Developing,56.0,343.0,206,0.99,18.03753133,,357,13.8,323,56.0,4.2,44.0,3.7,161.6266248,7672783.0,11.5,11.2,0.325,5.8
2004,Developing,55.0,354.0,217,0.86,1.5069624819999998,,73,13.5,342,54.0,4.23,4.0,4.1,135.7623858,7462445.0,11.5,11.3,0.31,5.4
2003,Developing,54.0,363.0,228,0.79,10.97201912,,228,13.2,360,55.0,4.64,37.0,4.4,118.87344660000001,72545144.0,11.6,11.5,0.306,5.2
2002,Developing,53.2,369.0,237,0.8,10.82452594,,3332,12.9,377,55.0,4.73,35.0,4.6,111.36343559999999,7497192.0,11.7,11.6,0.298,4.9
